treatment,treatment_factor,session,period,groupID,text,keep,messagecount,wordcount,count_g2,count_g2_percent
2,Partial,2,1,4,yeah,,40,1,4,10
2,Partial,2,1,1,okayyy,,40,1,4,10
2,Partial,2,1,5,we get 29 per toekn for 4 tokens but only 15 for 40 tokens,,40,14,4,10
2,Partial,2,1,3,yeah thats maxin it out,,40,5,4,10
2,Partial,2,1,1,yeahhh duuude,,40,2,4,10
2,Partial,2,1,4,continue?,,40,1,4,10
2,Partial,2,1,3,ok,,40,1,4,10
2,Partial,2,1,4,so should we each invest 4 tokens?,,40,7,4,10
2,Partial,2,3,3,bastards in group 2,1,33,4,3,9.09
2,Partial,2,3,1,yeah,,33,1,3,9.09
2,Partial,2,3,1,fuck them,1,33,2,3,9.09
2,Partial,2,3,4,put less and give them high deductions,1,33,7,3,9.09
2,Partial,2,3,5,"So, invest less?",,33,3,3,9.09
2,Partial,2,3,1,yo just put 12 on everything,,33,6,3,9.09
2,Partial,2,3,4,so they'll stop and reach a middle number,,33,8,3,9.09
2,Partial,2,3,5,lookin solid,1,33,2,3,9.09
2,Partial,2,3,2,"and this group, kid stop investing 12",,33,7,3,9.09
2,Partial,2,3,3,i guess we should try 4? or three,,33,8,3,9.09
2,Partial,2,3,4,are you guys in good shape?,,33,6,3,9.09
2,Partial,2,3,4,4 .. then deduct from them,,33,6,3,9.09
2,Partial,2,3,1,yo do all of them,,33,5,3,9.09
2,Partial,2,3,4,and then 3 if it doesnt work,,33,7,3,9.09
2,Partial,2,3,5,yaa have u guys been doing 4?,,33,7,3,9.09
2,Partial,2,3,5,Okay. Sounds good.,,33,3,3,9.09
2,Partial,2,3,3,doin 12?,,33,2,3,9.09
2,Partial,2,3,4,yeah I did 4 for the last two rounds,,33,9,3,9.09
2,Partial,2,3,3,whos that,,33,2,3,9.09
2,Partial,2,3,4,if u put all of them then we'll keep losing money from the main thing,,33,15,3,9.09
2,Partial,2,3,1,just do you,,33,3,3,9.09
2,Partial,2,3,5,should we try increaasing or decreasing and see if we do better?,,33,12,3,9.09
2,Partial,2,3,3,lol im doin 4,,33,4,3,9.09
2,Partial,2,3,4,same 4,,33,2,3,9.09
2,Partial,2,3,3,later,,33,1,3,9.09
2,Partial,2,3,1,okay,,33,1,3,9.09
2,Partial,2,3,1,I did 4 and then 6,,33,6,3,9.09
2,Partial,2,3,4,if you do 12 your gona lose yourself money but ok,,33,11,3,9.09
2,Partial,2,3,4,I might try 3 for the next round and see how that goes,,33,13,3,9.09
2,Partial,2,3,1,lets do 444444444!!!!!!!!!!!,,33,3,3,9.09
2,Partial,2,3,4,4,,33,1,3,9.09
2,Partial,2,3,4,is it a better pay off with 6?,,33,8,3,9.09
2,Partial,2,3,5,alright i will too,,33,4,3,9.09
2,Partial,2,5,1,!,,29,1,3,10.34
2,Partial,2,5,3,#5 u are a selfish person ,,29,7,3,10.34
2,Partial,2,5,3,lol,,29,1,3,10.34
2,Partial,2,5,1,so selfish,,29,2,3,10.34
2,Partial,2,5,5,im stayin right around 160 profit,,29,6,3,10.34
2,Partial,2,5,1,how does this even,,29,4,3,10.34
2,Partial,2,5,1,what,,29,1,3,10.34
2,Partial,2,5,5,"Sorry, I figured Group 2 was going to drop their investment",,29,11,3,10.34
2,Partial,2,5,1,continue,,29,1,3,10.34
2,Partial,2,5,4,everyone in here is... im not listening to this anymore,1,29,10,3,10.34
2,Partial,2,5,4,what have you been investing?,,29,5,3,10.34
2,Partial,2,5,2,"nothing you can do, group 2 investment",1,29,7,3,10.34
2,Partial,2,5,5,if we deduct from the group 2 person do we get there shit?,,29,13,3,10.34
2,Partial,2,5,2,is way too high,,29,4,3,10.34
2,Partial,2,5,5,i did 12 and 3,,29,5,3,10.34
2,Partial,2,5,3,oh its ok i taxed the shit outta that 12 dude if we all do 1/15 of his score he gets 0,1,29,22,3,10.34
2,Partial,2,5,5,no much of a difference,,29,5,3,10.34
2,Partial,2,5,5,Yeah if everyone else starts investing high we'll ultimately lose $$,,29,11,3,10.34
2,Partial,2,5,2,i don't think we get it if we deduct from them,,29,11,3,10.34
2,Partial,2,5,3,im doin 4 again but 3 worked out ok,,29,9,3,10.34
2,Partial,2,5,5,alright thats what i figured,,29,5,3,10.34
2,Partial,2,5,5,Alright. ,,29,2,3,10.34
2,Partial,2,5,3,should we stick around 4 or 5 thats where my highest pay off was,,29,14,3,10.34
2,Partial,2,5,2,what was your payoff for 4 and 3,,29,8,3,10.34
2,Partial,2,5,4,I think we lose a little if we deduct,,29,9,3,10.34
2,Partial,2,5,5,just didnt make sense to even have it,,29,8,3,10.34
2,Partial,2,5,3,150,,29,1,3,10.34
2,Partial,2,5,5,yaa agreed,,29,2,3,10.34
2,Partial,2,5,2,yeah,,29,1,3,10.34
2,Partial,2,7,1,whats the game play,,41,4,6,14.63
2,Partial,2,7,3,we deff want group 2 to put in the least amount of tojens,,41,13,6,14.63
2,Partial,2,7,5,Should we just all deduct the fuck out of whoever we get from Group 2?,1,41,15,6,14.63
2,Partial,2,7,3,tokens,,41,1,6,14.63
2,Partial,2,7,5,yaa haha,,41,2,6,14.63
2,Partial,2,7,4,yeah,,41,1,6,14.63
2,Partial,2,7,1,wo,,41,1,6,14.63
2,Partial,2,7,1,wot,,41,1,6,14.63
2,Partial,2,7,1,okayyyyy,,41,1,6,14.63
2,Partial,2,7,5,How much a person?,,41,4,6,14.63
2,Partial,2,7,1,12,,41,1,6,14.63
2,Partial,2,7,5,you guys wanna all put in 12 real quick,,41,9,6,14.63
2,Partial,2,7,3,should we start deducting from them ,,41,7,6,14.63
2,Partial,2,7,5,scare them,,41,2,6,14.63
2,Partial,2,7,4,12,,41,1,6,14.63
2,Partial,2,7,5,..Alright,,41,1,6,14.63
2,Partial,2,7,1,its going to be,,41,4,6,14.63
2,Partial,2,7,1,fucking,,41,1,6,14.63
2,Partial,2,7,1,insane,,41,1,6,14.63
2,Partial,2,7,4,would it be bad if we all put in 12 though?,,41,11,6,14.63
2,Partial,2,7,5,"Alright, 12. ",,41,3,6,14.63
2,Partial,2,7,1,12,,41,1,6,14.63
2,Partial,2,7,4,that would be a lot of token,,41,7,6,14.63
2,Partial,2,7,1,continue,,41,1,6,14.63
2,Partial,2,7,4,s,,41,1,6,14.63
2,Partial,2,7,3,1/15 of the amount of the person will make them have 0 if all 5 of us do it,,41,19,6,14.63
2,Partial,2,7,3,the amount the person made*,,41,5,6,14.63
2,Partial,2,7,4,should we deduct from group 2?,,41,6,6,14.63
2,Partial,2,7,5,unless the total is over 72 then we will make more than 2 off each token,,41,16,6,14.63
2,Partial,2,7,4,why aren't they lowering their investment,1,41,6,6,14.63
2,Partial,2,7,3,lets try it ,,41,4,6,14.63
2,Partial,2,7,4,its annoying,,41,2,6,14.63
2,Partial,2,7,4,okay ,,41,2,6,14.63
2,Partial,2,7,3,then gp back after that round?\,,41,6,6,14.63
2,Partial,2,7,5,each person deduct 1 from group 2?,1,41,7,6,14.63
2,Partial,2,7,1,so do 12?,,41,3,6,14.63
2,Partial,2,7,5,yaa,,41,1,6,14.63
2,Partial,2,7,2,okay,,41,1,6,14.63
2,Partial,2,7,5,LETS DO IT,,41,3,6,14.63
2,Partial,2,7,3,kk and deduct?,,41,3,6,14.63
2,Partial,2,7,4,12 for everyone right?,,41,4,6,14.63
2,Partial,2,9,5,Okay we all have to invest way less...,,28,8,5,17.86
2,Partial,2,9,4,if we all do 5/6 we'll get the most,,28,9,5,17.86
2,Partial,2,9,5,dont do 12,,28,3,5,17.86
2,Partial,2,9,4,investment of 12 was a poor choice,,28,7,5,17.86
2,Partial,2,9,4,cuz group 2 isnt changing.,1,28,5,5,17.86
2,Partial,2,9,5,Also are we still deducting from Group 2? ,1,28,9,5,17.86
2,Partial,2,9,4,yeah,,28,1,5,17.86
2,Partial,2,9,5,very haaha,,28,2,5,17.86
2,Partial,2,9,3,assme we have an extra cause someones gonna do 12,,28,10,5,17.86
2,Partial,2,9,4,definitely,,28,1,5,17.86
2,Partial,2,9,1,Should we keep the investment in the middle? 5-8 range?,,28,10,5,17.86
2,Partial,2,9,1,"Aye, Ae Captain!!!!!!!!",,28,3,5,17.86
2,Partial,2,9,5,yaa,,28,1,5,17.86
2,Partial,2,9,3,about 4 or 5 is good and deduct from 2,1,28,10,5,17.86
2,Partial,2,9,5,did u deduct from the group 2 person,,28,8,5,17.86
2,Partial,2,9,4,yeah I think its bad if we all put high numbers,,28,11,5,17.86
2,Partial,2,9,3,i deducted last roubd,,28,4,5,17.86
2,Partial,2,9,2,yeah should we still deduct?,,28,5,5,17.86
2,Partial,2,9,3,1/15 is easy for each of us,,28,7,5,17.86
2,Partial,2,9,4,do you think deducting helped?,,28,5,5,17.86
2,Partial,2,9,4,whats this 1/15 lol,,28,4,5,17.86
2,Partial,2,9,1,I didn't deduct,,28,3,5,17.86
2,Partial,2,9,2,i personally have no idea haha,,28,6,5,17.86
2,Partial,2,9,5,if we deductdo u think they will invest less ,,28,10,5,17.86
2,Partial,2,9,2,i deducted both rounds but idk if it did anything,,28,10,5,17.86
2,Partial,2,9,5,me to,,28,2,5,17.86
2,Partial,2,9,3,thats the hope with deducting,,28,5,5,17.86
2,Partial,2,9,1,I'd say no to deductingh,,28,5,5,17.86
2,Partial,2,11,5,"Question, are we supposed to be adding in the 88.8 for each round?",,26,13,3,11.54
2,Partial,2,11,5,There isn't a column for it.,,26,6,3,11.54
2,Partial,2,11,4,it automatically gets added in your total payoff,,26,8,3,11.54
2,Partial,2,11,2,its already calculated,,26,3,3,11.54
2,Partial,2,11,2,just copy,,26,2,3,11.54
2,Partial,2,11,3,im deducting on when g2 is 9 or over but we should invest less guys its hurting all of us ,1,26,21,3,11.54
2,Partial,2,11,2,whatever is on your screen,,26,5,3,11.54
2,Partial,2,11,4,you dont put it in a column,,26,7,3,11.54
2,Partial,2,11,3,our best round was when the total was 44,,26,9,3,11.54
2,Partial,2,11,5,"Okay, okay",,26,2,3,11.54
2,Partial,2,11,4,yeah when we invest too much we all get less,,26,10,3,11.54
2,Partial,2,11,3,at least for me perssonally ,,26,6,3,11.54
2,Partial,2,11,2,agreed,,26,1,3,11.54
2,Partial,2,11,5,At least the investments balanced out that time 29-29,,26,9,3,11.54
2,Partial,2,11,5,yupp,,26,1,3,11.54
2,Partial,2,11,1,agree,,26,1,3,11.54
2,Partial,2,11,4,me too it was when the total was 44,,26,9,3,11.54
2,Partial,2,11,4,yeah this is getting better,,26,5,3,11.54
2,Partial,2,11,4,whats everyones totals lol,,26,4,3,11.54
2,Partial,2,11,5,if 2 is high tokens then deduct from them,1,26,9,3,11.54
2,Partial,2,11,5,lets do 5 ,,26,4,3,11.54
2,Partial,2,11,2,sounds good,,26,2,3,11.54
2,Partial,2,11,3,i taxed the shit outta that kid doin 12,,26,9,3,11.54
2,Partial,2,11,1,okay,,26,1,3,11.54
2,Partial,2,11,5,Yeah what a dickpocket,,26,4,3,11.54
2,Partial,2,11,4,good,,26,1,3,11.54
2,Partial,2,13,1,??????????????????????????????????????????????????????,,14,1,2,14.29
2,Partial,2,13,4,everyone do 5 or 6 and we'll make the most.,,14,10,2,14.29
2,Partial,2,13,1,ok,,14,1,2,14.29
2,Partial,2,13,3,ok,,14,1,2,14.29
2,Partial,2,13,4,bc group 2 went down,,14,5,2,14.29
2,Partial,2,13,4,kkkk,,14,1,2,14.29
2,Partial,2,13,3,cunt?,,14,1,2,14.29
2,Partial,2,13,5,Hopefully they don't go back up this time,,14,8,2,14.29
2,Partial,2,13,3,inue,,14,1,2,14.29
2,Partial,2,13,4,continue,,14,1,2,14.29
2,Partial,2,13,5,Stick at 6,,14,3,2,14.29
2,Partial,2,13,1,ok,,14,1,2,14.29
2,Partial,2,13,4,okay,,14,1,2,14.29
2,Partial,2,13,5,:),,14,1,2,14.29
2,Partial,2,15,5,lets finish this up and go get drunk,,20,8,2,10
2,Partial,2,15,1,Continue!!!!,,20,1,2,10
2,Partial,2,15,5,Group 2 is a bunch of weenies,1,20,7,2,10
2,Partial,2,15,1,oscar meyers!!!!,,20,2,2,10
2,Partial,2,15,4,hahaha deal,,20,2,2,10
2,Partial,2,15,3,^^^,,20,1,2,10
2,Partial,2,15,1,foot longs!,,20,2,2,10
2,Partial,2,15,1,Should we do 7?,,20,4,2,10
2,Partial,2,15,5,im down,,20,2,2,10
2,Partial,2,15,4,thats kinda high,,20,3,2,10
2,Partial,2,15,4,I was thinkin of doing 5 or 6,,20,8,2,10
2,Partial,2,15,5,ive been doing 6 the past 4,,20,7,2,10
2,Partial,2,15,5,i feel like group 2 is gonna go balls in and do 12 ,,20,14,2,10
2,Partial,2,15,4,we should go lower than so the overall number isnt too high,,20,12,2,10
2,Partial,2,15,5,6?,,20,1,2,10
2,Partial,2,15,1,okay so 5?,,20,3,2,10
2,Partial,2,15,5,5,,20,1,2,10
2,Partial,2,15,4,5,,20,1,2,10
2,Partial,2,15,5,hurry!!,,20,1,2,10
2,Partial,2,15,5,ahhh,,20,1,2,10
3,Full,1,1,5,hi,,31,1,4,12.9
3,Full,1,1,1,Hi,,31,1,4,12.9
3,Full,1,1,4,hey,,31,1,4,12.9
3,Full,1,1,5,So,,31,1,4,12.9
3,Full,1,1,3,hello,,31,1,4,12.9
3,Full,1,1,5,how much are you guys going to invest,,31,8,4,12.9
3,Full,1,1,4,so how much should we invest,,31,6,4,12.9
3,Full,1,1,1,Ideal is in the range 32-40,,31,6,4,12.9
3,Full,1,1,2,5 each?,,31,2,4,12.9
3,Full,1,1,3,5 each? or naw,,31,4,4,12.9
3,Full,1,1,5,start low,,31,2,4,12.9
3,Full,1,1,1,so we should each invest 4-5,,31,6,4,12.9
3,Full,1,1,5,the smart move is each person invests 4-5,,31,8,4,12.9
3,Full,1,1,4,yeah,,31,1,4,12.9
3,Full,1,1,5,yeah,,31,1,4,12.9
3,Full,1,1,5,3-5?,,31,1,4,12.9
3,Full,1,1,1,"However, we have no idea what G2 is going to go",,31,11,4,12.9
3,Full,1,1,3,5?,,31,1,4,12.9
3,Full,1,1,1,i agree with 3-5,,31,4,4,12.9
3,Full,1,1,1,hopefully they can do math,,31,5,4,12.9
3,Full,1,1,5,hopefully there aren't any greedy bastards ,,31,7,4,12.9
3,Full,1,1,1,5 would probably be good,,31,5,4,12.9
3,Full,1,1,1,"I'd say, for the first session, let's lowball it at 4, and then see what the G2 people do",,31,19,4,12.9
3,Full,1,1,4,let's all invest 4?,,31,4,4,12.9
3,Full,1,1,4,yeah,,31,1,4,12.9
3,Full,1,1,4,okay 5,,31,2,4,12.9
3,Full,1,1,3,okay,,31,1,4,12.9
3,Full,1,1,5,I'm good with 4,,31,4,4,12.9
3,Full,1,1,5,sure,,31,1,4,12.9
3,Full,1,1,2,great,,31,1,4,12.9
3,Full,1,1,1,alright,,31,1,4,12.9
3,Full,1,3,1,"4 and 5, I can see you people getting greedy",,40,10,6,15
3,Full,1,3,3,i thought we were all sticking to 5...,,40,8,6,15
3,Full,1,3,5,do we give everyone 0 deduction?,,40,6,6,15
3,Full,1,3,2,"if everyone puts in too many, we're all going to lose",,40,11,6,15
3,Full,1,3,4,okay so what is the advantage of assigning deduction points? don't they just cost you money,,40,16,6,15
3,Full,1,3,3,group 2 cant give deductions,,40,5,6,15
3,Full,1,3,3,put them in their place!! >:(,,40,6,6,15
3,Full,1,3,5,yeah ,,40,2,6,15
3,Full,1,3,1,deduction points are a way to hurt people who try and take too much,,40,14,6,15
3,Full,1,3,5,"agreed, i meant within our group",,40,6,6,15
3,Full,1,3,5,pretty much,,40,2,6,15
3,Full,1,3,4,okay,,40,1,6,15
3,Full,1,3,1,"so if someone started putting 12 in, you could hit them with deduction points",,40,14,6,15
3,Full,1,3,4,gotcha,,40,1,6,15
3,Full,1,3,2,"stick to 5, and everyone deduct a few from the kid who keeps doing 12?",,40,15,6,15
3,Full,1,3,4,so how much should we invest?,,40,6,6,15
3,Full,1,3,3,yeah 0 deductions,,40,3,6,15
3,Full,1,3,3,YES,,40,1,6,15
3,Full,1,3,1,sounds good to me,,40,4,6,15
3,Full,1,3,3,6,,40,1,6,15
3,Full,1,3,4,shouldnt it be like 6 or 7 each?,,40,8,6,15
3,Full,1,3,4,yeah,,40,1,6,15
3,Full,1,3,4,6 sounds good,,40,3,6,15
3,Full,1,3,5,concensous in how many deductions we should give him?,,40,9,6,15
3,Full,1,3,5,why,,40,1,6,15
3,Full,1,3,5,or her,,40,2,6,15
3,Full,1,3,1,6 or 7 each gets us nearly ot negative payoff,,40,10,6,15
3,Full,1,3,3,1 each?,,40,2,6,15
3,Full,1,3,1,to,,40,1,6,15
3,Full,1,3,2,2 each,,40,2,6,15
3,Full,1,3,5,yeah,,40,1,6,15
3,Full,1,3,3,brutal,,40,1,6,15
3,Full,1,3,1,i think 2 each,,40,4,6,15
3,Full,1,3,5,the optimal is 5,,40,4,6,15
3,Full,1,3,5,cool,,40,1,6,15
3,Full,1,3,4,okay,,40,1,6,15
3,Full,1,3,5,but we can't do that because of group 2,,40,9,6,15
3,Full,1,3,1,so we do 4,,40,4,6,15
3,Full,1,3,4,right,,40,1,6,15
3,Full,1,3,5,they've been investing 18 total,,40,5,6,15
3,Full,1,5,5,wtf 3,,48,2,5,10.42
3,Full,1,5,2,what do we do?,,48,4,5,10.42
3,Full,1,5,2,more deductions?,,48,2,5,10.42
3,Full,1,5,1,"Eh, they got greedy",,48,4,5,10.42
3,Full,1,5,3,what?,,48,1,5,10.42
3,Full,1,5,1,That 8 investment last round?,,48,5,5,10.42
3,Full,1,5,1,That one person is still doing 12. i say maybe do 3 each for him/her,,48,15,5,10.42
3,Full,1,5,4,is everyone deducting 2 from the kids who is investing 12 in group 2,,48,14,5,10.42
3,Full,1,5,3,yes,,48,1,5,10.42
3,Full,1,5,5,yeah,,48,1,5,10.42
3,Full,1,5,2,yes,,48,1,5,10.42
3,Full,1,5,1,yes,,48,1,5,10.42
3,Full,1,5,3,it helped bring the average up to 38,,48,8,5,10.42
3,Full,1,5,5,i'm giving 2 deductions for all of group 2,,48,9,5,10.42
3,Full,1,5,3,i helped us out,,48,4,5,10.42
3,Full,1,5,5,hey how much are you guys allotting for deductions?,,48,9,5,10.42
3,Full,1,5,1,"Uh, you helped yourself out",,48,5,5,10.42
3,Full,1,5,5,3 has a point,,48,4,5,10.42
3,Full,1,5,4,do we do that instead,,48,5,5,10.42
3,Full,1,5,4,so should we keep investing 4 and 5 or should we start investing 5 and 6,,48,16,5,10.42
3,Full,1,5,1,"I usually just do a couple, just to zing anyone who gets greedy",,48,13,5,10.42
3,Full,1,5,2,lets do more for the kid whos doing 12,,48,9,5,10.42
3,Full,1,5,3,theres one group 2 that is putting in 5 though...,,48,10,5,10.42
3,Full,1,5,1,like that group 2 person who put in 10,,48,9,5,10.42
3,Full,1,5,2,i dont see a reason to deduct from the others,,48,10,5,10.42
3,Full,1,5,4,or give more dectuctions with the kid who is puttig in 12,,48,12,5,10.42
3,Full,1,5,5,just focus alld eductions to that due then,,48,8,5,10.42
3,Full,1,5,5,*dude,,48,1,5,10.42
3,Full,1,5,5,i've been doing 5-6 points ,,48,6,5,10.42
3,Full,1,5,3,okay,,48,1,5,10.42
3,Full,1,5,4,ok,,48,1,5,10.42
3,Full,1,5,1,4 or 5 produces socially optimal outcomes,,48,7,5,10.42
3,Full,1,5,1,"i agree, lets do more for the 12 kid",,48,9,5,10.42
3,Full,1,5,5,yeah the other members all good,,48,6,5,10.42
3,Full,1,5,3,okay,,48,1,5,10.42
3,Full,1,5,5,i'd say stick to 4-5,,48,5,5,10.42
3,Full,1,5,5,just give it to that kid,,48,6,5,10.42
3,Full,1,5,5,get greedy idc,,48,3,5,10.42
3,Full,1,5,3,as long as no one does 10-12,,48,7,5,10.42
3,Full,1,5,2,what about 5 each?,,48,4,5,10.42
3,Full,1,5,3,sounds good,,48,2,5,10.42
3,Full,1,5,3,we shouldnt have a problem,,48,5,5,10.42
3,Full,1,5,5,yeah,,48,1,5,10.42
3,Full,1,5,1,im down for that,,48,4,5,10.42
3,Full,1,5,4,okay,,48,1,5,10.42
3,Full,1,5,5,alright,,48,1,5,10.42
3,Full,1,5,1,"anyone goes that far, just dump deductions on them",,48,9,5,10.42
3,Full,1,5,3,so 1-9,,48,2,5,10.42
3,Full,1,7,5,my bad,,49,2,7,14.29
3,Full,1,7,1,"cool your jets, 3 and 5",,49,6,7,14.29
3,Full,1,7,3,should we increase it again? ,,49,6,7,14.29
3,Full,1,7,5,i thought someone was gonna go big again,,49,8,7,14.29
3,Full,1,7,1,i calculated it and the kid investing 12 is still getting more than us even if we all do 5 deductions,,49,21,7,14.29
3,Full,1,7,3,yeah ,,49,2,7,14.29
3,Full,1,7,1,"Well, two people going big would screw everyone over, big-time",,49,10,7,14.29
3,Full,1,7,5,"to be honest, i don't think he will place any less than 12",,49,13,7,14.29
3,Full,1,7,1,we'd get a total payoff of 400,,49,7,7,14.29
3,Full,1,7,3,good thing group 2 is conservaative :D,,49,7,7,14.29
3,Full,1,7,3,i wanna keep deducting until he makes less than us -__-,,49,11,7,14.29
3,Full,1,7,2,"do we just let it go, or try and knock him/her out?",,49,12,7,14.29
3,Full,1,7,1,i was thinking maybe we should all put in 12. we would all get the same amount of money back that way,,49,22,7,14.29
3,Full,1,7,5,yeah but it's better than having one person get everthing ,,49,11,7,14.29
3,Full,1,7,5,True ,,49,2,7,14.29
3,Full,1,7,1,"3, just keep your ass in line",,49,7,7,14.29
3,Full,1,7,5,yeah,,49,1,7,14.29
3,Full,1,7,4,so do we keep investing 4-6 each,,49,7,7,14.29
3,Full,1,7,2,but it starts getting negative,,49,5,7,14.29
3,Full,1,7,1,and we can dump deductions on anyone who goes too far,,49,11,7,14.29
3,Full,1,7,5,they've been investing smaller amounts,,49,5,7,14.29
3,Full,1,7,3,alright i  think now that they know we like to go big so they have to play small....,,49,18,7,14.29
3,Full,1,7,5,yeah,,49,1,7,14.29
3,Full,1,7,1,true...,,49,1,7,14.29
3,Full,1,7,5,i went from 200+ to 170 something,,49,7,7,14.29
3,Full,1,7,1,"yeah, we're kinda screwing G2",,49,5,7,14.29
3,Full,1,7,1,Oh well,,49,2,7,14.29
3,Full,1,7,3,so whats the game plan,,49,5,7,14.29
3,Full,1,7,3,?,,49,1,7,14.29
3,Full,1,7,3,whatever,,49,1,7,14.29
3,Full,1,7,1,Sucks for them,,49,3,7,14.29
3,Full,1,7,5,no,,49,1,7,14.29
3,Full,1,7,3,more money for us,,49,4,7,14.29
3,Full,1,7,5,sucks for us,,49,3,7,14.29
3,Full,1,7,5,if they start investing big we're gonna suffer,,49,8,7,14.29
3,Full,1,7,2,deduct 10 each?,,49,3,7,14.29
3,Full,1,7,1,true that,,49,2,7,14.29
3,Full,1,7,4,yeah,,49,1,7,14.29
3,Full,1,7,5,we need to chill,,49,4,7,14.29
3,Full,1,7,5,someoe make the executive decision,,49,5,7,14.29
3,Full,1,7,5,okay,,49,1,7,14.29
3,Full,1,7,3,okay,,49,1,7,14.29
3,Full,1,7,1,which is why we need to play it safe,,49,9,7,14.29
3,Full,1,7,3,you gotta know when to pull out,,49,7,7,14.29
3,Full,1,7,1,okay,,49,1,7,14.29
3,Full,1,7,3,thats the trick,,49,3,7,14.29
3,Full,1,7,4,so stay around 4-6 each?,,49,5,7,14.29
3,Full,1,7,5,actually do 4-6,,49,3,7,14.29
3,Full,1,7,1,yup,,49,1,7,14.29
3,Full,1,9,3,guess i went to far haha,,37,6,2,5.41
3,Full,1,9,2,how many deductions are you each willing to give that kid?,,37,11,2,5.41
3,Full,1,9,1,i was giving 10,,37,4,2,5.41
3,Full,1,9,1,"how many deductions did you get, total?",,37,7,2,5.41
3,Full,1,9,5,we invested too little though,,37,5,2,5.41
3,Full,1,9,5,same,,37,1,2,5.41
3,Full,1,9,2,"me too, but should we up it?",,37,7,2,5.41
3,Full,1,9,5,so you kinda did us one,,37,6,2,5.41
3,Full,1,9,3,i feel like hes not gonna change his answer,,37,9,2,5.41
3,Full,1,9,5,i'm only going to focus on that kid,,37,8,2,5.41
3,Full,1,9,3,and we're just losing money,,37,5,2,5.41
3,Full,1,9,1,if we were all giving 10 he is only get ~100 each time now,,37,14,2,5.41
3,Full,1,9,5,did you get fee,,37,4,2,5.41
3,Full,1,9,3,i got a lot but i ended up making the most that round,,37,13,2,5.41
3,Full,1,9,3,easy moneyy,,37,2,2,5.41
3,Full,1,9,1,we have to remember that 40+ is bad,,37,8,2,5.41
3,Full,1,9,1,32 is actually pretty optimal,,37,5,2,5.41
3,Full,1,9,4,yeah,,37,1,2,5.41
3,Full,1,9,1,because of diminishing returns,,37,4,2,5.41
3,Full,1,9,2,if we give 15 he'll get almost none,,37,8,2,5.41
3,Full,1,9,5,keep doing that and everyone will start investing a lot,,37,10,2,5.41
3,Full,1,9,1,"so if 3 hadn't gone nuts, that actually would have been a reasonable round",,37,14,2,5.41
3,Full,1,9,5,so only give him 15?,,37,5,2,5.41
3,Full,1,9,3,is everyone willing to give up 15? i am,,37,9,2,5.41
3,Full,1,9,4,so 15 or 10,,37,4,2,5.41
3,Full,1,9,1,i say 15,,37,3,2,5.41
3,Full,1,9,2,15,,37,1,2,5.41
3,Full,1,9,3,i keep our group in check. they know we like to go high so they are forced to go low,,37,20,2,5.41
3,Full,1,9,4,okay,,37,1,2,5.41
3,Full,1,9,3,im giving us the advantage,,37,5,2,5.41
3,Full,1,9,5,yeah just focus on him. ,,37,6,2,5.41
3,Full,1,9,1,you're giving yourself the advantage,,37,5,2,5.41
3,Full,1,9,2,sounds good,,37,2,2,5.41
3,Full,1,9,3,fine i promise,,37,3,2,5.41
3,Full,1,9,1,"lets just stick to 4-5, and everyone does well",,37,9,2,5.41
3,Full,1,9,3,ill go 4 all this round,,37,6,2,5.41
3,Full,1,9,5,6,,37,1,2,5.41
3,Full,1,11,5,that was good,,54,3,5,9.26
3,Full,1,11,2,is everyone deducting 15?,,54,4,5,9.26
3,Full,1,11,1,"alright, things are doing pretty good",,54,6,5,9.26
3,Full,1,11,4,yeah,,54,1,5,9.26
3,Full,1,11,1,yeah,,54,1,5,9.26
3,Full,1,11,3,yes,,54,1,5,9.26
3,Full,1,11,5,yeah,,54,1,5,9.26
3,Full,1,11,1,I don't have any complaints,,54,5,5,9.26
3,Full,1,11,5,so,,54,1,5,9.26
3,Full,1,11,4,let's keep doing that? 4-5-6 range?,,54,6,5,9.26
3,Full,1,11,4,yup,,54,1,5,9.26
3,Full,1,11,5,hrmm,,54,1,5,9.26
3,Full,1,11,1,"this works, yeah",,54,3,5,9.26
3,Full,1,11,3,k,,54,1,5,9.26
3,Full,1,11,1,What's up with 2?,,54,4,5,9.26
3,Full,1,11,2,do we keep doing that? he/she is only making like 30 per round,,54,13,5,9.26
3,Full,1,11,1,Why aren't they talking?,,54,4,5,9.26
3,Full,1,11,2,im a lone wolf,,54,4,5,9.26
3,Full,1,11,1,alright,,54,1,5,9.26
3,Full,1,11,4,lol,,54,1,5,9.26
3,Full,1,11,3,i just dont want him to walk away with more $$ than us,,54,13,5,9.26
3,Full,1,11,1,sounds good to me,,54,4,5,9.26
3,Full,1,11,5,what happens if we all invest 10 ,,54,8,5,9.26
3,Full,1,11,1,bad shit,,54,2,5,9.26
3,Full,1,11,5,will we screw over group 2?,,54,6,5,9.26
3,Full,1,11,3,lets all invest 12,,54,4,5,9.26
3,Full,1,11,5,lol,,54,1,5,9.26
3,Full,1,11,5,well,,54,1,5,9.26
3,Full,1,11,5,he doesn't learn,,54,3,5,9.26
3,Full,1,11,5,or she,,54,2,5,9.26
3,Full,1,11,4,would that work?,,54,3,5,9.26
3,Full,1,11,1,"if we all invest 12, we'd probably go negative",,54,9,5,9.26
3,Full,1,11,3,you dont think i wont do it?,,54,7,5,9.26
